"","SensorName","Date","Time","SensorID","delta_t","Unit","Value","Unit.1","Salinity","ReferenceLEDCurrent","MOATS","Treatment","LoadingLocation","GlassVialNumber","Species","TelsonLength..mm.","Size","TrialID","dateTime","KrillID","RESPRound","percentDOassumpt","assumedSatDOmg","percentDO","obseveredSatDOmg","actualDOmg","CorTemp","SalinityConstant","oxygen"
"14","KrilLR13","28-Oct-19",2019-10-28 14:26:16,201822008,0.0208333333333333,"hour",9.195,"mg/l",30.3,48.997,"12","CUR","B2",3,"Euphausia pacifica","3.06","0.025","Trial01",2019-10-28 14:26:16,"Trial01_KrilLR13","T1Round1",1.01047790868979,9.09965464947414,1.01047790868979,9.09965464947414,9.195,11,30.3,258.0117
"15","KrilLR13","28-Oct-19",2019-10-28 14:26:17,201822008,0.0211666666666667,"hour",9.415,"mg/l",30.3,48.997,"12","CUR","B2",3,"Euphausia pacifica","3.06","0.025","Trial01",2019-10-28 14:26:17,"Trial01_KrilLR13","T1Round1",1.03465465038765,9.09965464947414,1.03465465038765,9.09965464947414,9.415,11,30.3,264.1849
"16","KrilLR14","28-Oct-19",2019-10-28 14:26:29,641264370,0.0245,"hour",9.122,"mg/l",30.3,48.997,"6","TMP","B4",4,"Euphausia pacifica","2.09","0.0193","Trial01",2019-10-28 14:26:29,"Trial01_KrilLR14","T1Round1",1.00245562621733,9.09965464947414,1.00245562621733,9.09965464947414,9.122,11,30.3,255.96332
"17","KrilLR14","28-Oct-19",2019-10-28 14:26:30,641264370,0.0246666666666667,"hour",9.16,"mg/l",30.3,48.997,"6","TMP","B4",4,"Euphausia pacifica","2.09","0.0193","Trial01",2019-10-28 14:26:30,"Trial01_KrilLR14","T1Round1",1.00663160887423,9.09965464947414,1.00663160887423,9.09965464947414,9.16,11,30.3,257.0296
"18","KrilLR14","28-Oct-19",2019-10-28 14:26:31,641264370,0.025,"hour",9.118,"mg/l",30.3,48.997,"6","TMP","B4",4,"Euphausia pacifica","2.09","0.0193","Trial01",2019-10-28 14:26:31,"Trial01_KrilLR14","T1Round1",1.00201604909555,9.09965464947414,1.00201604909555,9.09965464947414,9.118,11,30.3,255.85108
"19","KrilLR15","28-Oct-19",2019-10-28 14:26:42,289892479,0.028,"hour",8.787,"mg/l",30.3,48.997,"6","TMP","C1",5,"Euphausia pacifica","2.49","0.029","Trial01",2019-10-28 14:26:42,"Trial01_KrilLR15","T1Round1",0.965641042268323,9.09965464947414,0.965641042268323,9.09965464947414,8.787,11,30.3,246.56322
"20","KrilLR15","28-Oct-19",2019-10-28 14:26:43,289892479,0.0283333333333333,"hour",8.723,"mg/l",30.3,48.997,"6","TMP","C1",5,"Euphausia pacifica","2.49","0.029","Trial01",2019-10-28 14:26:43,"Trial01_KrilLR15","T1Round1",0.958607808319857,9.09965464947414,0.958607808319857,9.09965464947414,8.723,11,30.3,244.76738
"21","KrilLR15","28-Oct-19",2019-10-28 14:26:44,289892479,0.0286666666666667,"hour",8.691,"mg/l",30.3,48.997,"6","TMP","C1",5,"Euphausia pacifica","2.49","0.029","Trial01",2019-10-28 14:26:44,"Trial01_KrilLR15","T1Round1",0.955091191345623,9.09965464947414,0.955091191345623,9.09965464947414,8.691,11,30.3,243.86946
"22","KrilLR16","28-Oct-19",2019-10-28 14:26:53,106042040,0.0311666666666667,"hour",9.357,"mg/l",30.3,48.997,"8","CHG","C3",6,"Euphausia pacifica","3.12","0.0437","Trial01",2019-10-28 14:26:53,"Trial01_KrilLR16","T1Round1",1.02828078212185,9.09965464947414,1.02828078212185,9.09965464947414,9.357,11,30.3,262.55742
"23","KrilLR16","28-Oct-19",2019-10-28 14:26:54,106042040,0.0313333333333333,"hour",9.279,"mg/l",30.3,48.997,"8","CHG","C3",6,"Euphausia pacifica","3.12","0.0437","Trial01",2019-10-28 14:26:54,"Trial01_KrilLR16","T1Round1",1.01970902824716,9.09965464947414,1.01970902824716,9.09965464947414,9.279,11,30.3,260.36874
"24","KrilLR16","28-Oct-19",2019-10-28 14:26:55,106042040,0.0316666666666667,"hour",9.078,"mg/l",30.3,48.997,"8","CHG","C3",6,"Euphausia pacifica","3.12","0.0437","Trial01",2019-10-28 14:26:55,"Trial01_KrilLR16","T1Round1",0.997620277877755,9.09965464947414,0.997620277877755,9.09965464947414,9.078,11,30.3,254.72868
"25","KrilLR17","28-Oct-19",2019-10-28 14:27:06,753661045,0.0346666666666667,"hour",10.159,"mg/l",30.3,48.997,"8","CHG","C5",7,"Euphausia pacifica","3.13","0.0329","Trial01",2019-10-28 14:27:06,"Trial01_KrilLR17","T1Round1",1.11641599503857,9.09965464947414,1.11641599503857,9.09965464947414,10.159,11,30.3,285.06154
"26","KrilLR17","28-Oct-19",2019-10-28 14:27:07,753661045,0.035,"hour",8.995,"mg/l",30.3,48.997,"8","CHG","C5",7,"Euphausia pacifica","3.13","0.0329","Trial01",2019-10-28 14:27:07,"Trial01_KrilLR17","T1Round1",0.988499052600838,9.09965464947414,0.988499052600838,9.09965464947414,8.995,11,30.3,252.3997
"27","KrilLR17","28-Oct-19",2019-10-28 14:27:08,753661045,0.0353333333333333,"hour",8.908,"mg/l",30.3,48.997,"8","CHG","C5",7,"Euphausia pacifica","3.13","0.0329","Trial01",2019-10-28 14:27:08,"Trial01_KrilLR17","T1Round1",0.978938250202142,9.09965464947414,0.978938250202142,9.09965464947414,8.908,11,30.3,249.95848
"28","KrilLR18","28-Oct-19",2019-10-28 14:27:16,152418897,0.0375,"hour",8.7,"mg/l",30.3,48.997,"12","CUR","E1",8,"Euphausia pacifica","3.37","0.0299","Trial01",2019-10-28 14:27:16,"Trial01_KrilLR18","T1Round1",0.956080239869626,9.09965464947414,0.956080239869626,9.09965464947414,8.7,11,30.3,244.122
"29","KrilLR18","28-Oct-19",2019-10-28 14:27:17,152418897,0.0378333333333333,"hour",8.614,"mg/l",30.3,48.997,"12","CUR","E1",8,"Euphausia pacifica","3.37","0.0299","Trial01",2019-10-28 14:27:17,"Trial01_KrilLR18","T1Round1",0.946629331751375,9.09965464947414,0.946629331751375,9.09965464947414,8.614,11,30.3,241.70884
"30","KrilLR18","28-Oct-19",2019-10-28 14:27:18,152418897,0.038,"hour",8.683,"mg/l",30.3,48.997,"12","CUR","E1",8,"Euphausia pacifica","3.37","0.0299","Trial01",2019-10-28 14:27:18,"Trial01_KrilLR18","T1Round1",0.954212037102065,9.09965464947414,0.954212037102065,9.09965464947414,8.683,11,30.3,243.64498
"31","KrilLR18","28-Oct-19",2019-10-28 14:27:19,152418897,0.0383333333333333,"hour",8.623,"mg/l",30.3,48.997,"12","CUR","E1",8,"Euphausia pacifica","3.37","0.0299","Trial01",2019-10-28 14:27:19,"Trial01_KrilLR18","T1Round1",0.947618380275378,9.09965464947414,0.947618380275378,9.09965464947414,8.623,11,30.3,241.96138
"32","KrilLR19","28-Oct-19",2019-10-28 14:27:28,102620725,0.0408333333333333,"hour",9.024,"mg/l",30.3,48.997,"blank","blank","E5",9,"Euphausia pacifica","n/a","n/a","Trial01",2019-10-28 14:27:28,"Trial01_KrilLR19","T1Round1",0.991685986733737,9.09965464947414,0.991685986733737,9.09965464947414,9.024,11,30.3,253.21344
"33","KrilLR19","28-Oct-19",2019-10-28 14:27:28,102620725,0.0408333333333333,"hour",8.918,"mg/l",30.3,48.997,"blank","blank","E5",9,"Euphausia pacifica","n/a","n/a","Trial01",2019-10-28 14:27:28,"Trial01_KrilLR19","T1Round1",0.980037193006589,9.09965464947414,0.980037193006589,9.09965464947414,8.918,11,30.3,250.23908
"34","KrilLR19","28-Oct-19",2019-10-28 14:27:29,102620725,0.0411666666666667,"hour",8.875,"mg/l",30.3,48.997,"blank","blank","E5",9,"Euphausia pacifica","n/a","n/a","Trial01",2019-10-28 14:27:29,"Trial01_KrilLR19","T1Round1",0.975311738947464,9.09965464947414,0.975311738947464,9.09965464947414,8.875,11,30.3,249.0325
"35","KrilLR19","28-Oct-19",2019-10-28 14:27:30,102620725,0.0413333333333333,"hour",8.863,"mg/l",30.3,48.997,"blank","blank","E5",9,"Euphausia pacifica","n/a","n/a","Trial01",2019-10-28 14:27:30,"Trial01_KrilLR19","T1Round1",0.973993007582126,9.09965464947414,0.973993007582126,9.09965464947414,8.863,11,30.3,248.69578
"36","KrilLR19","28-Oct-19",2019-10-28 14:27:31,102620725,0.0416666666666667,"hour",8.865,"mg/l",30.3,48.997,"blank","blank","E5",9,"Euphausia pacifica","n/a","n/a","Trial01",2019-10-28 14:27:31,"Trial01_KrilLR19","T1Round1",0.974212796143016,9.09965464947414,0.974212796143016,9.09965464947414,8.865,11,30.3,248.7519
"37","KrILR110","28-Oct-19",2019-10-28 14:27:40,873148653,0.0441666666666667,"hour",9.522,"mg/l",30.3,48.997,"8","CHG","G1",10,"Euphausia pacifica","2.58","0.0255","Trial01",2019-10-28 14:27:40,"Trial01_KrILR110","T1Round1",1.04641333839524,9.09965464947414,1.04641333839524,9.09965464947414,9.522,11,30.3,267.18732
"38","KrILR110","28-Oct-19",2019-10-28 14:27:41,873148653,0.0445,"hour",8.79,"mg/l",30.3,48.997,"8","CHG","G1",10,"Euphausia pacifica","2.58","0.0255","Trial01",2019-10-28 14:27:41,"Trial01_KrILR110","T1Round1",0.965970725109657,9.09965464947414,0.965970725109657,9.09965464947414,8.79,11,30.3,246.6474
"39","KrILR110","28-Oct-19",2019-10-28 14:27:42,873148653,0.0446666666666667,"hour",8.762,"mg/l",30.3,48.997,"8","CHG","G1",10,"Euphausia pacifica","2.58","0.0255","Trial01",2019-10-28 14:27:42,"Trial01_KrILR110","T1Round1",0.962893685257203,9.09965464947414,0.962893685257203,9.09965464947414,8.762,11,30.3,245.86172
"40","KrILR110","28-Oct-19",2019-10-28 14:27:43,873148653,0.045,"hour",8.79,"mg/l",30.3,48.997,"8","CHG","G1",10,"Euphausia pacifica","2.58","0.0255","Trial01",2019-10-28 14:27:43,"Trial01_KrILR110","T1Round1",0.965970725109657,9.09965464947414,0.965970725109657,9.09965464947414,8.79,11,30.3,246.6474
"41","KriLR111","28-Oct-19",2019-10-28 14:27:56,521776762,0.0486666666666667,"hour",9.125,"mg/l",30.3,48.997,"6","TMP","G3",11,"Euphausia pacifica","2.51","0.0265","Trial01",2019-10-28 14:27:56,"Trial01_KriLR111","T1Round1",1.00278530905866,9.09965464947414,1.00278530905866,9.09965464947414,9.125,11,30.3,256.0475
"42","KriLR111","28-Oct-19",2019-10-28 14:27:57,521776762,0.0488333333333333,"hour",9.105,"mg/l",30.3,48.997,"6","TMP","G3",11,"Euphausia pacifica","2.51","0.0265","Trial01",2019-10-28 14:27:57,"Trial01_KriLR111","T1Round1",1.00058742344976,9.09965464947414,1.00058742344976,9.09965464947414,9.105,11,30.3,255.4863
"43","KriLR111","28-Oct-19",2019-10-28 14:27:58,521776762,0.0491666666666667,"hour",9.077,"mg/l",30.3,48.997,"6","TMP","G3",11,"Euphausia pacifica","2.51","0.0265","Trial01",2019-10-28 14:27:58,"Trial01_KriLR111","T1Round1",0.99751038359731,9.09965464947414,0.99751038359731,9.09965464947414,9.077,11,30.3,254.70062
"44","KriLR111","28-Oct-19",2019-10-28 14:27:59,521776762,0.0495,"hour",9.09,"mg/l",30.3,48.997,"6","TMP","G3",11,"Euphausia pacifica","2.51","0.0265","Trial01",2019-10-28 14:27:59,"Trial01_KriLR111","T1Round1",0.998939009243092,9.09965464947414,0.998939009243092,9.09965464947414,9.09,11,30.3,255.0654
"45","KriLR112","28-Oct-19",2019-10-28 14:28:10,129230469,0.0525,"hour",9.353,"mg/l",30.3,48.997,"6","TMP","G5",12,"Euphausia pacifica","n/a","0.0197","Trial01",2019-10-28 14:28:10,"Trial01_KriLR112","T1Round1",1.02784120500007,9.09965464947414,1.02784120500007,9.09965464947414,9.353,11,30.3,262.44518
"46","KriLR112","28-Oct-19",2019-10-28 14:28:11,129230469,0.0528333333333333,"hour",8.972,"mg/l",30.3,48.997,"6","TMP","G5",12,"Euphausia pacifica","n/a","0.0197","Trial01",2019-10-28 14:28:11,"Trial01_KriLR112","T1Round1",0.985971484150608,9.09965464947414,0.985971484150608,9.09965464947414,8.972,11,30.3,251.75432
"47","KriLR112","28-Oct-19",2019-10-28 14:28:12,129230469,0.053,"hour",9.029,"mg/l",30.3,48.997,"6","TMP","G5",12,"Euphausia pacifica","n/a","0.0197","Trial01",2019-10-28 14:28:12,"Trial01_KriLR112","T1Round1",0.992235458135961,9.09965464947414,0.992235458135961,9.09965464947414,9.029,11,30.3,253.35374
"48","KriLR113","28-Oct-19",2019-10-28 14:28:21,940932799,0.0555,"hour",9.635,"mg/l",30.3,48.997,"6","TMP","H2",13,"Euphausia pacifica","2.75","0.044","Trial01",2019-10-28 14:28:21,"Trial01_KriLR113","T1Round1",1.0588313920855,9.09965464947414,1.0588313920855,9.09965464947414,9.635,11,30.3,270.3581
"49","KriLR113","28-Oct-19",2019-10-28 14:28:22,940932799,0.0558333333333333,"hour",9.045,"mg/l",30.3,48.997,"6","TMP","H2",13,"Euphausia pacifica","2.75","0.044","Trial01",2019-10-28 14:28:22,"Trial01_KriLR113","T1Round1",0.993993766623077,9.09965464947414,0.993993766623077,9.09965464947414,9.045,11,30.3,253.8027
"50","KriLR113","28-Oct-19",2019-10-28 14:28:23,940932799,0.0561666666666667,"hour",8.965,"mg/l",30.3,48.997,"6","TMP","H2",13,"Euphausia pacifica","2.75","0.044","Trial01",2019-10-28 14:28:23,"Trial01_KriLR113","T1Round1",0.985202224187494,9.09965464947414,0.985202224187494,9.09965464947414,8.965,11,30.3,251.5579
"51","KriLR113","28-Oct-19",2019-10-28 14:28:24,940932799,0.0563333333333333,"hour",8.993,"mg/l",30.3,48.997,"6","TMP","H2",13,"Euphausia pacifica","2.75","0.044","Trial01",2019-10-28 14:28:24,"Trial01_KriLR113","T1Round1",0.988279264039948,9.09965464947414,0.988279264039948,9.09965464947414,8.993,11,30.3,252.34358
"52","KriLR114","28-Oct-19",2019-10-28 14:28:34,171146072,0.0591666666666667,"hour",10.906,"mg/l",30.3,48.997,"12","CUR","H4",14,"Euphausia pacifica","2.85","0.0169","Trial01",2019-10-28 14:28:34,"Trial01_KriLR114","T1Round1",1.19850702253082,9.09965464947414,1.19850702253082,9.09965464947414,10.906,11,30.3,306.02236
"53","KriLR114","28-Oct-19",2019-10-28 14:28:35,171146072,0.0595,"hour",9.163,"mg/l",30.3,48.997,"12","CUR","H4",14,"Euphausia pacifica","2.85","0.0169","Trial01",2019-10-28 14:28:35,"Trial01_KriLR114","T1Round1",1.00696129171556,9.09965464947414,1.00696129171556,9.09965464947414,9.163,11,30.3,257.11378
"54","KriLR114","28-Oct-19",2019-10-28 14:28:36,171146072,0.0596666666666667,"hour",9.146,"mg/l",30.3,48.997,"12","CUR","H4",14,"Euphausia pacifica","2.85","0.0169","Trial01",2019-10-28 14:28:36,"Trial01_KriLR114","T1Round1",1.005093088948,9.09965464947414,1.005093088948,9.09965464947414,9.146,11,30.3,256.63676
"55","KriLR115","28-Oct-19",2019-10-28 14:28:44,334505008,0.062,"hour",9.251,"mg/l",30.3,48.997,"6","TMP","I1",15,"Euphausia pacifica","3.13","0.0349","Trial01",2019-10-28 14:28:44,"Trial01_KriLR115","T1Round1",1.0166319883947,9.09965464947414,1.0166319883947,9.09965464947414,9.251,11,30.3,259.58306
"56","KriLR115","28-Oct-19",2019-10-28 14:28:44,334505008,0.062,"hour",10.705,"mg/l",30.3,48.997,"6","TMP","I1",15,"Euphausia pacifica","3.13","0.0349","Trial01",2019-10-28 14:28:44,"Trial01_KriLR115","T1Round1",1.17641827216142,9.09965464947414,1.17641827216142,9.09965464947414,10.705,11,30.3,300.3823
"57","KriLR115","28-Oct-19",2019-10-28 14:28:45,334505008,0.0621666666666667,"hour",8.973,"mg/l",30.3,48.997,"6","TMP","I1",15,"Euphausia pacifica","3.13","0.0349","Trial01",2019-10-28 14:28:45,"Trial01_KriLR115","T1Round1",0.986081378431053,9.09965464947414,0.986081378431053,9.09965464947414,8.973,11,30.3,251.78238
"58","KriLR115","28-Oct-19",2019-10-28 14:28:46,334505008,0.0625,"hour",9.011,"mg/l",30.3,48.997,"6","TMP","I1",15,"Euphausia pacifica","3.13","0.0349","Trial01",2019-10-28 14:28:46,"Trial01_KriLR115","T1Round1",0.990257361087954,9.09965464947414,0.990257361087954,9.09965464947414,9.011,11,30.3,252.84866
"59","KriLR115","28-Oct-19",2019-10-28 14:28:47,334505008,0.0628333333333333,"hour",9.001,"mg/l",30.3,48.997,"6","TMP","I1",15,"Euphausia pacifica","3.13","0.0349","Trial01",2019-10-28 14:28:47,"Trial01_KriLR115","T1Round1",0.989158418283507,9.09965464947414,0.989158418283507,9.09965464947414,9.001,11,30.3,252.56806
"60","KriLR116","28-Oct-19",2019-10-28 14:28:55,213061676,0.065,"hour",9.962,"mg/l",30.3,48.997,"8","CHG","I3",16,"Euphausia pacifica","2.59","0.051","Trial01",2019-10-28 14:28:55,"Trial01_KriLR116","T1Round1",1.09476682179094,9.09965464947414,1.09476682179094,9.09965464947414,9.962,11,30.3,279.53372
"61","KriLR116","28-Oct-19",2019-10-28 14:28:56,213061676,0.0653333333333333,"hour",9.411,"mg/l",30.3,48.997,"8","CHG","I3",16,"Euphausia pacifica","2.59","0.051","Trial01",2019-10-28 14:28:56,"Trial01_KriLR116","T1Round1",1.03421507326587,9.09965464947414,1.03421507326587,9.09965464947414,9.411,11,30.3,264.07266
"62","KriLR116","28-Oct-19",2019-10-28 14:28:57,213061676,0.0655,"hour",9.249,"mg/l",30.3,48.997,"8","CHG","I3",16,"Euphausia pacifica","2.59","0.051","Trial01",2019-10-28 14:28:57,"Trial01_KriLR116","T1Round1",1.01641219983381,9.09965464947414,1.01641219983381,9.09965464947414,9.249,11,30.3,259.52694
"63","KriLR116","28-Oct-19",2019-10-28 14:28:58,213061676,0.0658333333333333,"hour",9.227,"mg/l",30.3,48.997,"8","CHG","I3",16,"Euphausia pacifica","2.59","0.051","Trial01",2019-10-28 14:28:58,"Trial01_KriLR116","T1Round1",1.01399452566403,9.09965464947414,1.01399452566403,9.09965464947414,9.227,11,30.3,258.90962
"64","KriLR117","28-Oct-19",2019-10-28 14:29:07,450953573,0.0683333333333333,"hour",8.848,"mg/l",30.3,48.997,"8","CHG","I5",17,"Euphausia pacifica","3.03","0.0393","Trial01",2019-10-28 14:29:07,"Trial01_KriLR117","T1Round1",0.972344593375455,9.09965464947414,0.972344593375455,9.09965464947414,8.848,11,30.3,248.27488
"65","KriLR117","28-Oct-19",2019-10-28 14:29:08,450953573,0.0686666666666667,"hour",8.684,"mg/l",30.3,48.997,"8","CHG","I5",17,"Euphausia pacifica","3.03","0.0393","Trial01",2019-10-28 14:29:08,"Trial01_KriLR117","T1Round1",0.95432193138251,9.09965464947414,0.95432193138251,9.09965464947414,8.684,11,30.3,243.67304
"66","KriLR117","28-Oct-19",2019-10-28 14:29:09,450953573,0.0688333333333333,"hour",8.72,"mg/l",30.3,48.997,"8","CHG","I5",17,"Euphausia pacifica","3.03","0.0393","Trial01",2019-10-28 14:29:09,"Trial01_KriLR117","T1Round1",0.958278125478522,9.09965464947414,0.958278125478522,9.09965464947414,8.72,11,30.3,244.6832
"67","KriLR117","28-Oct-19",2019-10-28 14:29:10,450953573,0.0691666666666667,"hour",8.724,"mg/l",30.3,48.997,"8","CHG","I5",17,"Euphausia pacifica","3.03","0.0393","Trial01",2019-10-28 14:29:10,"Trial01_KriLR117","T1Round1",0.958717702600301,9.09965464947414,0.958717702600301,9.09965464947414,8.724,11,30.3,244.79544
"68","KriLR118","28-Oct-19",2019-10-28 14:29:17,182790929,0.0711666666666667,"hour",9.124,"mg/l",30.3,48.997,"6","TMP","J2",18,"Euphausia pacifica","2.48","0.0275","Trial01",2019-10-28 14:29:17,"Trial01_KriLR118","T1Round1",1.00267541477822,9.09965464947414,1.00267541477822,9.09965464947414,9.124,11,30.3,256.01944
"69","KriLR118","28-Oct-19",2019-10-28 14:29:18,182790929,0.0713333333333333,"hour",9.237,"mg/l",30.3,48.997,"6","TMP","J2",18,"Euphausia pacifica","2.48","0.0275","Trial01",2019-10-28 14:29:18,"Trial01_KriLR118","T1Round1",1.01509346846848,9.09965464947414,1.01509346846848,9.09965464947414,9.237,11,30.3,259.19022
"70","KriLR118","28-Oct-19",2019-10-28 14:29:19,182790929,0.0716666666666667,"hour",9.099,"mg/l",30.3,48.997,"6","TMP","J2",18,"Euphausia pacifica","2.48","0.0275","Trial01",2019-10-28 14:29:19,"Trial01_KriLR118","T1Round1",0.999928057767095,9.09965464947414,0.999928057767095,9.09965464947414,9.099,11,30.3,255.31794
"71","KriLR118","28-Oct-19",2019-10-28 14:29:20,182790929,0.072,"hour",9.046,"mg/l",30.3,48.997,"6","TMP","J2",18,"Euphausia pacifica","2.48","0.0275","Trial01",2019-10-28 14:29:20,"Trial01_KriLR118","T1Round1",0.994103660903522,9.09965464947414,0.994103660903522,9.09965464947414,9.046,11,30.3,253.83076
"72","KriLR119","28-Oct-19",2019-10-28 14:29:27,117281708,0.0738333333333333,"hour",10.084,"mg/l",30.3,48.997,"6","TMP","J4",19,"Euphausia pacifica","2.96","0.0334","Trial01",2019-10-28 14:29:27,"Trial01_KriLR119","T1Round1",1.10817392400521,9.09965464947414,1.10817392400521,9.09965464947414,10.084,11,30.3,282.95704
"73","KriLR119","28-Oct-19",2019-10-28 14:29:28,117281708,0.0741666666666667,"hour",9.474,"mg/l",30.3,48.997,"6","TMP","J4",19,"Euphausia pacifica","2.96","0.0334","Trial01",2019-10-28 14:29:28,"Trial01_KriLR119","T1Round1",1.04113841293389,9.09965464947414,1.04113841293389,9.09965464947414,9.474,11,30.3,265.84044
"74","KriLR119","28-Oct-19",2019-10-28 14:29:29,117281708,0.0745,"hour",8.931,"mg/l",30.3,48.997,"6","TMP","J4",19,"Euphausia pacifica","2.96","0.0334","Trial01",2019-10-28 14:29:29,"Trial01_KriLR119","T1Round1",0.981465818652372,9.09965464947414,0.981465818652372,9.09965464947414,8.931,11,30.3,250.60386
"75","KriLR119","28-Oct-19",2019-10-28 14:29:30,117281708,0.0746666666666667,"hour",8.871,"mg/l",30.3,48.997,"6","TMP","J4",19,"Euphausia pacifica","2.96","0.0334","Trial01",2019-10-28 14:29:30,"Trial01_KriLR119","T1Round1",0.974872161825685,9.09965464947414,0.974872161825685,9.09965464947414,8.871,11,30.3,248.92026
"76","KriLR119","28-Oct-19",2019-10-28 14:29:31,117281708,0.075,"hour",8.878,"mg/l",30.3,48.997,"6","TMP","J4",19,"Euphausia pacifica","2.96","0.0334","Trial01",2019-10-28 14:29:31,"Trial01_KriLR119","T1Round1",0.975641421788798,9.09965464947414,0.975641421788798,9.09965464947414,8.878,11,30.3,249.11668
